Anr;EAN;Lief;Artikel;Land;IK;V1;V2;MWSt;VK1;eVK;Staffel1;EK-Staffel1;Staffel2;EK-Staffel2;Grundpreis-Einheit;Grundpreis-Faktor
99325;;;Backwaren-Kiste RP gelb;;;1;;2;14;;;;;;;
99326;;;Deckel für Backwaren-Kiste RP;;;1;;2;14;;;;;;;
99340;;;Isolier-Inlays mit Deckel;;;1;;2;4;;;;;;;
99350;;;Lift Lock Kiste;;;1;;2;3,5;;;;;;;
99410;;;Bügelflasche Rother Bräu;;;1;;2;0,15;;;;;;;
99411;;;Pfand 1 Bierflasche 0,33/0,5l;;;1;;2;0,08;;;;;;;
99412;;;Bügelflasche Pinkus;;;1;;2;0,25;;;;;;;
99413;;;Magnumflasche Rother Bräu 3,0l;;;1;;2;7,5;;;;;;;
99414;;;Bügelflasche Riedenburger;;;1;;2;0,15;;;;;;;
99415;;;99415 volle 20er Bierkiste;;;1;;2;0;;;;;;;
99416;;;Glasflasche Hornberger 1l/0,33;;;1;;2;0,25;;;;;;;
99417;;;0,33l Glasflasche Charitea/Anj;;;1;;2;0,25;;;;;;;
99418;;;leere 24er AiLaike;;;1;;2;2,4;;;;;;;
99419;;;leere Egenberger-Kiste;;;1;;2;3;;;;;;;
99420;;;leere 12er Holzkiste Bier;;;1;;2;2,5;;;;;;;
99430;;;99430 volle 20er Wasser;;;1;;2;0;;;;;;;
99500;;;volle 12er Weinkiste rot, CFP;;;1;;2;3,3;;;;;;;
99510;;;99510 volle 6er Weinkiste gold;;;1;;2;0;;;;;;;
99515;;;leere 6er Weinkiste gold;;;1;;2;2,5;;;;;;;
99520;;;99520 volle 24er Egenberger;;;1;;2;0;;;;;;;
99530;;;volle Glaciar Kanister-Kiste;;;1;;2;2,5;;;;;;;
99609;;;leere Plastik Honigkiste 500g;;;1;;2;1,5;;;;;;;
99612;;;Drahtkorb Magnumflasche;;;1;;2;1,5;;;;;;;
99613;;;Magnumflasche Neumarkter;;;1;;2;1,5;;;;;;;
99719;;;99719 volle 2er Magnum Bier;;;1;;2;0;;;;;;;
99800;;;Thermo ROLLI blau;;;1;;2;130;;;;;;;
99810;;;Thermo BOX blau;;;1;;2;130;;;;;;;
99820;;;Thermopalette;;;1;;2;130;;;;;;;
99830;;;Käsebox Regal;;;1;;2;400;;;;;;;
99840;;;Holzumrandung ÖMA;;;1;;2;25,56;;;;;;;
99850;;;Gitterbox ÖMA;;;1;;2;127,82;;;;;;;
99860;;;Großkiste Obst & Gemüse;;;1;;2;100;;;;;;;
99900;;;Europalette 1;;;1;;2;10;;;;;;;
99905;;;Düsseldorfer Palette;;;1;;2;7,5;;;;;;;
99909;;;Palettenaufsatz;;;1;;2;0;;;;;;;
99910;;;Europalette 2;;;1;;2;12,5;;;;;;;
99911;;;volle Bügelbierkiste 12er;;;1;;2;3,3;;;;;;;
99920;;;GDB Wasserpalette;;;1;;2;0;;;;;;;
99922;;;Umpackgebühren;;;1;;2;0,22;;;;;;;
99925;;;Wasserpalette Lauretana;;;1;;2;12;;;;;;;
99926;;;Karton Bioborn (6 Flaschen);;;1;;2;0,9;;;;;;;
99927;;;Karton Bioborn (12 Flaschen);;;1;;2;1,8;;;;;;;
99930;;;ÖMA-Palette;;;1;;2;16;;;;;;;
99941;;;Käsebox grau;;;1;;2;7,5;;;;;;;
99980;;;Napfkiste grün klein;;;1;;2;2,7;;;;;;;
99981;;;Napfkiste grün groß;;;1;;2;3,7;;;;;;;
99985;;;Kartonagen Entsorgung;;;1;;2;13;;;;;;;
99991;;;Rollcontainer;;;1;;2;61;;;;;;;
99995;;;Zwischenboden;;;1;;2;10;;;;;;;
394540;4031192443531;ÖMS;VB Sesammehl;D;EG;6;500g;2;3,1;4,95;;;;;1 kg;2
395308;4250085786528;GRN;Vida Feliz tinto;E;EG;6;1l;2;2,31;3,99;;;;;;1
395328;4250085786511;GRN;Vida Feliz blanco;E;EG;6;1l;2;2,31;3,99;;;;;;1
432150;9004145060098;STN;Leise rieselt der Tee-Becher;A;##;1;St;2;5,65;9,9;;;;;;1
441908;9004145071698;STN;Streudose leer;D;;6;St;2;1,12;1,99;;;;;;1
442925;4034153510778;VLV;Vivo Tinto Merlot Tempranillo;E;EG;6;1l;2;2,92;4,99;;;;;;1
443144;4018874042565;ARI;Insektenspray;D;;1;200ml;2;5,84;10,99;6;5,68;;;100ml;0,5
473168;4013640067667;ALV;Pickeltupfer;D;NK;1;5ml;2;4,06;7,9;6;3,95;;;100ml;20
473173;4027013023013;RBB;Riedenburger Dinkel Malz;D;DB;10;0,33l;2;0,72;1,29;;;;;1l;3,03
473185;4027013039038;RBB;Riedenburger Dolden Bock;D;DB;10;0,33l;2;1,2;1,99;;;;;1l;3,03
473188;4027013016015;RBB;Riedenburger Dinkel Radler;D;DB;10;0,33l;2;0,72;1,29;;;;;1l;3,03
480589;4034153530004;VLV;VivoLino Roséwein;E;EG;6;0,75l;2;2,05;3,59;;;;;1l;1,333
488863;4019886018098;SOD;Fleckengel mit Auftragbürste;D;WP;6;200ml;2;1,75;3,09;;;;;100ml;0,5
490345;5411188103431;PRV;Soja Drink Omega-3;B;C%;8;1l;2;1,38;2,39;;;;;;1
501550;4005394284445;BVE;Pottasche 1+1 Aktion;D;##;10;2 x 20g;2;0,6;0,99;;;;;100g;5
503727;4038375024945;NTM;Hafer Choco Calzium;D;99;12;1l;2;1,33;2,59;;;;;;1
526552;4260040174086;NHU;Bade-Steinsalz aus Deutschland;D;ng;5;1kg;2;1,1;1,99;;;;;;1
549261;8004192000017;LTA;PET Lauretana PET Kiste;I;ng;6;1,5l;2;0,99;1,69;24;0,96;48;0,94;1l;0,667
551743;4013640031064;ALV;Reactivate Koffein-Shampoo;D;;1;200ml;2;4,59;8,9;4;4,49;;;100ml;0,5
551753;4013640031071;ALV;Herren Kristall Deo Spray;D;;1;75ml;2;4,15;7,9;4;4,05;;;100ml;1,333
553039;4030917008703;FRD;Fredo´s Coole Lollies;D;C%;12;300ml;2;1,51;2,39;;;;;1l;3,333
559365;4025089061304;SAN;Nagellackentferner;D;NK;1;100ml;2;3,05;5,95;3;3;;;;1
564868;4001638088459;WEL;Granatapfel Regenerationshandc;D;NK;1;50ml;2;5,3;8,99;;;;;100ml;2
564888;4001638088442;WEL;Granatapfel Schönheitsdusche;D;NK;1;200ml;2;5,25;8,99;;;;;100ml;0,5
565903;4047679120017;LHQ;Jod Natur;D;ng;12;0,33l;2;1,46;2,39;;;;;1l;3,03
573647;4086900743014;PVL;Mandelöl;E;EG;1;100ml;2;8,27;13,9;;;;;;1
573930;4018874013503;ARI;Mottenschutz - 2 Duftspender;D;;1;St;2;2,9;5,99;;;;;;1
573950;4018874015101;ARI;Mückenstift;D;;1;10ml;2;2,69;4,99;12;2,63;24;2,58;100ml;10
574300;4018874055909;ARI;Homöopath. Pflanzen-Elixier;D;;1;500ml;2;5,25;9,99;;;;;1l;2
574310;4018874055626;ARI;veganer Dünger;D;;1;1kg;2;3,67;6,99;;;;;;1
574326;4018874055404;ARI;Brennnesselextrakt;D;;1;250ml;2;3,92;7,59;;;;;100ml;0,4
574412;4018874055619;ARI;Gartendünger;D;;1;1kg;2;3,52;6,99;;;;;;1
574422;4018874055459;ARI;Ackerschachtelhalm;D;;1;250ml;2;3,92;7,59;;;;;100ml;0,4
574432;4018874055305;ARI;Tomatendünger;D;;1;250ml;2;2,82;5,49;;;;;100ml;0,4
574442;4018874055350;ARI;Zimmer Grün;D;;1;250ml;2;3,92;7,59;;;;;100ml;0,4
574452;4018874055107;ARI;Blumendünger;D;;1;250ml;2;2,82;4,89;;;;;100ml;0,4
574462;4018874055206;ARI;Kräuterdünger;D;;1;250ml;2;2,82;5,49;;;;;100ml;0,4
574593;4034153511225;VLV;Tertulia Tempranillo/Syrah;E;EG;6;0,75l;2;2,98;5,19;;;;;1l;1,333
574604;4034153311115;VLV;Tertulia Merlot/Nero d´Avola;I;EG;6;0,75l;2;3,05;5,49;;;;;1l;1,333
574674;4012852204105;NOW;now Black Cola;D;C%;6;0,75l;2;1,31;2,29;;;;;1l;1,333
574676;4012852204167;NOW;now Orange Cola;D;C%;6;0,75l;2;1,31;2,29;;;;;1l;1,333
574678;4012852204143;NOW;now Sunny Orange;D;C%;6;0,75l;2;1,31;2,29;;;;;1l;1,333
574680;4012852204174;NOW;now Grapefruit;D;C%;6;0,75l;2;1,31;2,29;;;;;1l;1,333
574682;4012852204136;NOW;now Fresh Lemon;D;C%;6;0,75l;2;1,31;2,29;;;;;1l;1,333
574684;4012852204204;NOW;now Black Cola;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574686;;NOW;now Aktionskiste;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574730;4012852204815;NOW;now Sweet Mandarin;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574740;4012852204235;NOW;now Fresh Lemon;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574755;4012852204242;NOW;now Sunny Orange;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574760;4012852204259;NOW;now Red Berry;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574775;4012852204266;NOW;now Orange Cola;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574781;4012852204273;NOW;now Grapefruit;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
574790;4027013027004;RBB;Riedenburger Ur-Helles;D;DB;10;0,5l;2;0,8;1,39;;;;;1l;2
574795;4027013029008;RBB;Riedenburger Helles alkoholfre;D;DB;10;0,5l;2;0,8;1,39;;;;;1l;2
575883;4086900743106;PVL;Johanniskrautöl;F;EG;1;100ml;2;7,5;12,99;;;;;;1
575898;4086900743021;PVL;Jojobaöl;RA;EG;1;100ml;2;9,72;16,9;;;;;;1
575989;4086900741027;PVL;Rosenwasser;TR;EG;1;100ml;2;6,31;10,99;;;;;;1
576204;4023216000301;PIN;Pinkus Radler;D;DB;24;0,33l;2;0,58;0,99;;;;;1l;3,03
581500;4012852204877;NOW;now Pur Zitrone;D;C%;10;0,33l;2;0,62;1,09;;;;;1l;3,03
581510;4012852204679;NOW;now Pur Zitrone;D;C%;6;0,75l;2;1,32;2,39;;;;;1l;1,333
581767;8437007079197;VLV;VB Vega Valterra Tinto;E;EG;6;0,75l;2;4,2;7,49;;;;;1l;1,333
585311;4018639009598;MOL;Windeln nature no.1 Newborn;D;ng;6;23 St;2;3,8;5,39;;;;;;1
585321;4018639009604;MOL;Windeln nature no.1 Mini 3-6kg;D;ng;3;42 St;2;7,2;9,99;;;;;;1
585331;4018639009611;MOL;Windeln nature no.1 Midi 4-9kg;D;ng;4;34 St;2;7,2;9,99;;;;;;1
585341;4018639009628;MOL;Windeln nature no.1 Maxi7-18kg;D;ng;4;30 St;2;7,2;9,99;;;;;;1
585351;4018639009635;MOL;Windeln nature no.1 Jun11-25kg;D;ng;4;26 St;2;7,2;9,99;;;;;;1
586995;4260355581869;BPL;Fresh Ölziehkur;D;97;1;250ml;2;9,29;17,99;4;9,07;;;1l;4
588890;4086900444089;PVL;Geschenkset Meine Auszeit;D;C%;1;Set;2;11,92;19,9;;;;;;1
589975;4019736008248;ZWE;Tragetaschen Zwergenwiese;D;;1;50 St;2;6,25;;;;;;;1
591301;4250085786351;GRN;green Apfelschorle;D;C%;6;1l;2;0,86;1,49;;;;;;1
592060;8032535560195;VLV;VB Prosecco Piccolo Giolly IGT;I;EG;24;0,2l;2;2,44;4,19;;;;;100ml;0,5
592300;4046203434903;KFH;Stearin-Teelicht 50 Stück;D;;1;50 St;2;2,59;4,49;;;;;;1
592328;4046203432619;KFH;Stearin-Stabkerze, gelb;D;;1;4 St;2;2,16;3,99;;;;;1St;0,25
592348;4046203432626;KFH;Stearin-Stabkerze, orange;D;;1;4 ST;2;2,16;3,99;;;;;1St;0,25
592368;4046203432633;KFH;Stearin Stabkerze rot;D;;1;4 ST;2;2,16;3,99;;;;;;1
592388;4046203432640;KFH;Stearin-Stabkerze, dunkelrot;D;;1;4 St;2;2,16;3,99;;;;;1St;0,25
592393;4046203432671;KFH;Stearin-Stabkerze, violett;D;;1;4 St;2;2,16;3,99;;;;;1St;0,25
592404;4046203432695;KFH;Stearin-Stabkerze, dunkelblau;D;;1;4 St;2;2,16;3,99;;;;;1St;0,25
592419;4046203432718;KFH;Stearin-Stabkerze, dunkelgrün;D;;1;4 St;2;2,16;3,99;;;;;1St;0,25
592424;4046203432725;KFH;Stearin-Stabkerze, weiß;D;;1;4 St;2;2,16;3,99;;;;;1St;0,25
594690;8024829009152;gcc;Traubensaft rot demeter;I;DD;6;0,7l;2;1,75;3,19;;;;;1l;1,429
595905;4012852001087;NEU;Lammsbräu-Winterfestbier;D;C%;10;0,5l;2;0,79;1,39;;;;;1l;2
596497;4032175051682;NTR;Tango Secco - Perlwein;D;EG;6;0,75l;2;3,7;6,49;;;;;1l;1,333
596508;4032175051712;NTR;Tango Brut - Piccolo;D;EG;24;0,2l;2;1,79;3,19;;;;;100ml;0,5
596568;4038375025027;NTM;Dinkeldrink natural;D;C%;12;1l;2;1,36;2,29;;;;;;1
596573;42183129;ACG;Acht Grad Weißweinschorle;D;EG;12;0,275l;2;1,2;1,99;;;;;1l;3,636
596593;42226796;ACG;Acht Grad Weinschorle Rosé;D;EG;12;0,275l;2;1,2;1,99;;;;;1l;3,636
596604;4028962111608;PFL;VB Riesling Ortsriesling;D;EG;6;0,75l;2;6,75;11,49;;;;;1l;1,333
596640;4028962292109;PFL;Weißburgunder Quarzit;D;EG;6;0,75l;2;5,79;9,99;;;;;1l;1,333
596644;4028962290716;PFL;VB Dürkheimer Feuerberg Dornfe;D;EG;6;1l;2;5,57;9,59;;;;;;1
596681;4028962293304;PFL;VB Pinot Noir;D;EG;6;0,75l;2;7,78;12,99;;;;;1l;1,333
596699;4015533016325;VOE;Drachenfrüchte;D;C%;6;0,7l;2;1,25;2,29;;;;;1l;1,429
597740;4260002350626;ZEL;Grauburgunder;D;EG;6;0,75l;2;3,59;6,19;;;;;1l;1,333
597752;4260002350220;ZEL;Dornfelder mild;D;EG;6;0,75l;2;3,59;6,29;;;;;1l;1,333
598597;4046203432046;KFH;Stearin-Teelicht dunkelrot;D;;1;10 St;2;1,57;2,59;;;;;;1
603899;;PHE;Phare d'Eckmühl Flyer;F;;1;50St;2;0;;;;;;;1
670545;8713576236248;TER;Kakaobohnen;PE;C%;6;250g;2;4,87;7,75;;;;;1kg;4
670555;8713576236255;TER;Kakaonibs;PE;C%;6;230g;2;4,87;7,75;;;;;100g;0,435
670880;8713576239041;TER;Maca High Energy Pulver;PE;C%;6;300g;2;10;17,99;;;;;1kg;3,333
679400;4016249143558;ALO;Mandel-Drink Naturell;I;C%;6;1l;2;1,85;2,99;;;;;;1
679422;4016249143695;ALO;Reis-Drink Naturell;I;C%;12;1l;2;1,2;1,99;;;;;;1
679444;4016249143701;ALO;Reis-Kokos-Drink Naturell;I;C%;6;1l;2;1,69;2,79;;;;;;1
679466;4016249143718;ALO;Soja-Drink Naturell;I;C%;12;1l;2;1,02;1,69;;;;;;1
679488;4016249143725;ALO;Hafer-Drink Naturell;I;C%;12;1l;2;1,2;1,99;;;;;;1
679500;4016249143732;ALO;Dinkel-Drink Naturell;I;C%;12;1l;2;1,2;1,99;;;;;;1
679620;4016249162412;ALO;Mandel Drink + Calcium;I;C%;6;1l;2;1,85;2,99;;;;;;1
679640;4016249162429;ALO;Mandel Drink gesüßt;I;C%;6;1l;2;1,85;2,99;;;;;;1
679680;4016249162436;ALO;Reis-Mandel Drink;I;C%;6;1l;2;1,69;2,79;;;;;;1
687659;4020943232104;ARC;Agar Agar, bio;D;EG;12;30g;2;2,25;3,99;;;;;100g;3,333
687870;5411188099741;PRV;Soja Drink plus Calcium;B;C%;16;500ml;2;0,69;1,29;;;;;1l;2
687885;4020943232197;ARC;Guarkernmehl bio;IND;C%;6;125g;2;2,64;4,69;;;;;100g;0,8
731008;4020943123440;ARC;Arame Algen;J;##;6;50g;2;3,23;5,79;;;;;100g;2
731086;4020943133326;ARC;Nori, ungeröstet;J;##;6;25g;2;4,17;7,49;;;;;100g;4
731180;4020943133081;ARC;Instant Wakame;ROK;##;6;50g;2;3,89;6,99;;;;;100g;2
756360;4012824600225;YOG;Yogi Tea Orange Basilikum;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
756370;4012824600232;YOG;Yogi Tea Hibiskus Minze;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
756380;4012824600249;YOG;Yogi Tea Mate Zitrone;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
756390;4012824600256;YOG;Yogi Tea Krauseminze Zitrone;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
769410;4019738076412;SOY;Milli! Mandel-Drink;D;C%;12;0,75l;2;1,75;2,89;;;;;1l;1,333
769415;4019738076429;SOY;Milli! Cashew-Drink;D;C%;12;0,75l;2;1,75;2,89;;;;;1l;1,333
769420;4019738076436;SOY;Milli! Süßlupinen-Drink;D;C%;12;0,75l;2;1,75;2,89;;;;;1l;1,333
769425;4019738076535;SOY;Milli! Choco Sojakeim-Drink;D;C%;12;0,5l;2;0,77;1,29;;;;;1l;2
769430;4019738076542;SOY;Milli! Vanille Sojakeim-Drink;D;C%;12;0,5l;2;0,77;1,29;;;;;1l;2
769435;4019738076559;SOY;Milli! Reisdrink;D;C%;12;0,5l;2;0,69;1,19;;;;;1l;2
769440;4019738076528;SOY;Milli! Natural Sojakeim-Drink;D;C%;12;0,5l;2;0,69;1,19;;;;;1l;2
769445;4019738076511;SOY;Ef_VB Sojakeim-Drink DEMETER;D;DD;12;0,5l;2;0,67;1,29;;;;;1l;2
774503;41025680;rön;Rhön Sprudel medium;D;ng;12;0,75l;2;0,35;0,59;60;0,33;;;1l;1,333
774514;4102560010041;rön;Rhön Sprudel Naturell;D;ng;12;0,70l;2;0,35;0,59;60;0,33;;;1l;1,429
774533;4102560010379;rön;Rhön Sprudel naturell;D;ng;6;1l;2;0,66;1,09;48;0,64;;;;1
774810;8004192103305;LTA;Lauretana Mineralwasser Mild;I;ng;6;1l;2;0,73;1,29;;;;;;1
774820;8004192102308;LTA;Lauretana Mild  0,5l;I;ng;20;0,5l;2;0,45;0,89;;;;;1l;2
774850;8004192103107;LTA;Lauretana Ohne;I;ng;6;1l;2;0,71;1,29;48;0,68;96;0,63;;1
774855;8004192102100;LTA;Lauretana ohne 0,5l;I;ng;20;0,5l;2;0,46;0,89;;;;;1l;2
775204;4022569100003;LHQ;St. Leonhardsquelle Medium;D;ng;6;1l;2;0,78;1,39;48;0,76;96;0,74;;1
775224;4022569110002;LHQ;St. Leonhardsquelle Still;D;ng;6;1l;2;0,78;1,39;48;0,76;96;0,74;;1
775244;4022569140009;LHQ;Mondquelle Aqua Luna Vollmonda;D;ng;6;1l;2;1,49;2,39;48;1,47;96;1,45;;1
775264;8017870000018;PLO;Plose naturale;I;ng;6;1l;2;0,82;1,39;48;0,8;96;0,79;;1
775284;8017870000100;PLO;Plose medium;D;ng;6;1l;2;0,82;1,39;48;0,8;96;0,79;;1
775328;4022569130000;LHQ;Mondquelle Aqua Luna still;D;ng;6;1l;2;1,24;1,99;;;;;;1
775348;4047679110025;LHQ;St. Georgsquelle;D;ng;6;1l;2;0,78;1,39;48;0,76;96;0,74;;1
775402;3800019500259;HOV;Pirin 5l;BG;ng;5;l;2;0,64;5,19;;;;;;1
775405;3800202402094;HOV;Pumpe Pirin 5L;D;##;1;1 St;2;8,5;11,95;;;;;;1
775422;4022569150008;LHQ;Lichtquelle still;D;ng;6;1l;2;0,83;1,39;48;0,81;96;0,78;;1
775442;4022569160007;LHQ;Sonnenquelle still;D;ng;6;1l;2;1,24;1,99;48;1,22;96;1,2;;1
775564;;BBR;VB BadBrückenauer Gourmet stil;D;ng;20;0,25l;2;0,29;0,59;;;;;1l;4
775566;4001784020280;BBR;Bad Brückenauer Gourmet medium;D;ng;20;0,25l;2;0,3;0,59;;;;;1l;4
775568;;BBR;VB Bad Brückenauer spritzig;D;ng;20;0,25l;2;0,29;0,59;;;;;1l;4
775576;;BBR;VB Bad Brückenauer spritzig;D;ng;12;0,7l;2;0,39;;;;;;1l;1,429
776826;4015533023064;VOE;Apfel-Granatapfel;D;DD;6;0,7l;2;2,08;3,69;;;;;1l;1,429
776836;4015533015410;VOE;Granatapfel pur;D;EG;12;0,33l;2;2,7;4,59;;;;;1l;3,03
776877;4015533012907;VOE;Acerola pur;D;C%;12;0,33l;2;2,31;4,29;;;;;1l;3,03
776888;4015533029530;VOE;Aronia Sauerkirsche pur;D;C%;12;0,33l;2;2,35;4,29;;;;;1l;3,03
776896;4015533015762;VOE;Granatapfel pur;D;EG;6;0,75l;2;4,96;8,39;;;;;1l;1,333
776905;4015533013928;VOE;Ef_Mango-Multi-Saft, Elopak;D;DD;6;0,75l;2;1,75;2,99;;;;;1l;1,333
776925;4015533013942;VOE;Ef_Roter Beeren-Multi Saft,Elo;D;DD;6;0,75l;2;1,75;2,99;;;;;1l;1,333
776946;4015533025693;VOE;Ef_Heimischer Apfelsaft, ELOPAK;D;DD;6;1l;2;1,65;2,69;;;;;;1
776985;4015533013935;VOE;Ef_Gemüse-Balance, Elopak;D;DD;6;0,75l;2;1,7;2,99;;;;;1l;1,333
776987;4015533027659;VOE;Ef_Eistee mit Matcha, Elopak;D;C%;6;1l;2;1,7;2,89;;;;;;1
776989;4015533027673;VOE;Ef_Eistee mit Himb.& Hib., Elopak;D;C%;6;1l;2;1,7;2,89;;;;;;1
776991;4015533027697;VOE;Ef_Eistee mit Pfir.& Zit., Elopak;D;C%;6;1l;2;1,7;2,89;;;;;;1
777032;4015533018091;VOE;Orange-Karotte mit Acerola;D;DD;6;0,7l;2;1,74;3,29;;;;;1l;1,429
777060;4015533032103;VOE;Heimischer Multi gelb;D;C%;6;0,7l;2;1,97;3,59;;;;;1l;1,429
777067;4015533017858;VOE;Bio Zisch Rhabarber;D;C%;6;0,7l;2;1,16;1,99;;;;;1l;1,429
777087;4015533017834;VOE;Bio Zisch Rhabarber;D;C%;12;0,33l;2;0,68;1,19;;;;;1l;3,03
777131;4015533014208;VOE;Apfelsaft, klar;D;C%;6;1l;2;1,67;2,89;;;;;;1
777180;4015533025556;VOE;Margret & Karl Apfelsaft;D;DD;6;0,7l;2;1,52;2,79;;;;;1l;1,429
777191;4015533014741;VOE;Apfelsaft, naturtrüb;D;EG;12;0,2l;2;0,63;1,19;;;;;100ml;0,5
777205;4015533022104;VOE;7-Zwerge-Kindersaft Sonnenfrüc;D;DD;10;3x0,2l;2;2,16;3,89;;;;;1l;1,667
777215;4015533022753;VOE;Ananas-Kokos;D;C%;6;0,7l;2;1,86;3,39;;;;;1l;1,429
777235;4015533014192;VOE;Apfelsaft naturtrüb Streuobst;D;C%;6;1l;2;1,7;2,99;;;;;;1
777297;4015533026706;VOE;Apfel-Aprikose-Pfirsichsaft;D;DD;6;0,7l;2;1,98;3,59;;;;;1l;1,429
777314;4015533019340;VOE;Apfel-Bananen-Saft;D;DD;6;0,7l;2;1,97;3,59;;;;;1l;1,429
777359;4015533014253;VOE;Apfel-Cranberry-Saft;D;C%;6;0,7l;2;1,98;3,59;;;;;1l;1,429
777394;4015533030222;VOE;Heimische Apfel-Kirsche;D;DD;6;0,7l;2;1,97;3,59;;;;;1l;1,429
777408;4015533011771;VOE;Apfel-Mango-Saft Demeter;D;DD;6;0,7l;2;2,06;3,69;;;;;1l;1,429
777418;4015533022715;VOE;Heimischer Apfel-Sanddorn;D;DD;6;0,75l;2;1,97;3,59;;;;;1l;1,333
777428;4015533010828;VOE;Apfel-Mango-Saft Demeter;D;DD;12;0,2l;2;0,87;1,59;;;;;100ml;0,5
777463;4015533000447;VOE;Apfel-Möhren-Saft;D;DD;6;0,7l;2;1,74;3,29;;;;;1l;1,429
777502;4015533100093;VOE;Ananassaft;D;C%;6;0,7l;2;2,39;4,29;;;;;1l;1,429
777550;4015533022937;VOE;Fastenkasten;D;C%;6;0,7l;2;1,53;16,99;;;;;1l;1,429
777582;4015533000768;VOE;Birnensaft, klar;D;C%;6;0,7l;2;1,59;2,89;;;;;1l;1,429
777646;4015533000508;VOE;Traubensaft, rot Demeter;D;DD;6;0,7l;2;1,97;3,59;;;;;1l;1,429
777700;4015533000737;VOE;Chardonnay Traubensaft weiß;I;DD;6;0,7l;2;1,97;3,59;;;;;1l;1,429
777720;4015533011719;VOE;Blutorangensaft Demeter;D;DD;6;0,7l;2;2,13;3,89;;;;;1l;1,429
777776;4015533025716;VOE;Ef_Feiner Orangensaft DEMETER,Elo;D;DD;6;1l;2;2,45;3,99;;;;;;1
777780;4015533000638;VOE;Orangensaft Demeter;D;DD;6;0,7l;2;1,85;3,69;;;;;1l;1,429
777804;4015533004636;VOE;Orangensaft Demeter;D;DD;12;0,2l;2;0,87;1,59;;;;;100ml;0,5
777824;4015533000744;VOE;Bio C - Orangensaft;D;C%;6;0,7l;2;2;3,59;;;;;1l;1,429
777844;4015533000621;VOE;Grapefruitsaft Demeter;D;DD;6;0,7l;2;2;3,59;;;;;1l;1,429
777888;4015533019036;VOE;Pink Grapefruitsaft Demeter;D;DD;6;0,7l;2;2;3,59;;;;;1l;1,429
777923;4015533030635;VOE;Limettensaft;D;DD;12;0,2l;2;1,32;2,39;;;;;100ml;0,5
777948;4015533004643;VOE;Zitronensaft Demeter;D;DD;12;0,2l;2;1,03;1,89;;;;;100ml;0,5
777953;4015533013782;VOE;Zitronensaft;D;C%;6;0,7l;2;2,67;4,95;;;;;1l;1,429
777968;4015533000676;VOE;7-Zwerge-Kindersaft Demeter;D;DD;6;0,7l;2;1,96;3,59;;;;;1l;1,429
777978;4015533021046;VOE;7-Zwerge-Kindersaft Sonnenfrüc;D;DD;6;0,7l;2;1,96;3,59;;;;;1l;1,429
777988;4015533004674;VOE;7-Zwerge-Kindersaft Demeter;D;DD;12;0,2l;2;0,87;1,59;;;;;100ml;0,5
778000;4250396900040;AOR;Bio-Aroniasaft 100% Direktsaft;D;EG;1;3l;2;12,49;19,99;;;;;1l;0,333
778005;4015533000089;VOE;Multi Natur Demeter;D;DD;6;0,7l;2;1,85;3,69;;;;;1l;1,429
778085;4015533100772;VOE;Holunder Glühpunsch;D;C%;6;0,7l;2;2,01;3,49;;;;;1l;1,429
778100;4015533031625;VOE;BioC Antioxidantien;D;C%;6;0,75l;2;2,51;4,39;;;;;1l;1,333
778110;4015533032080;VOE;BioC Immunkraft;D;C%;6;0,75l;2;2,51;4,39;;;;;1l;1,333
778120;4015533032127;VOE;BioC Eisen Naturvital;D;C%;6;0,75l;2;3,09;5,39;;;;;1l;1,333
778140;4015533031564;VOE;BioC Abwehr Punsch;D;C%;6;0,75l;2;2,16;3,99;;;;;1l;1,333
778149;4015533000850;VOE;Vital ACE Demeter;D;DD;6;0,7l;2;2,06;3,69;;;;;1l;1,429
778228;4015533027970;VOE;Guave-Aloe-Vera-Drink DEMETER;D;DD;6;0,7l;2;1,97;3,59;;;;;1l;1,429
778327;4015533112133;VOE;Kombucha;D;C%;6;0,75l;2;1,84;3,39;;;;;1l;1,333
778352;4015533015489;VOE;Apfel-Schorle, klar;D;C%;12;0,33l;2;0,68;1,19;;;;;1l;3,03
778397;4015533030673;VOE;Schwarze Johannisbeeren Trunk;D;C%;6;0,7l;2;1,75;3,29;;;;;1l;1,429
778420;4015533030697;VOE;Sauerkirschen Trunk;D;C%;6;0,7l;2;2,25;3,99;;;;;1l;1,429
778430;4015533030437;VOE;Maracuja Trunk;D;C%;6;0,7l;2;2,43;4,19;;;;;1l;1,429
778440;4015533030413;VOE;Cranberry Trunk;D;C%;6;0,7l;2;2,43;4,19;;;;;1l;1,429
